Original_Keywords,Mapped_Terms,Scores
"War against women
Psychoanalytic culture
Freud
Victorian views
Gender conceptualizations
Antediluvian views
Contemporary psychoanalysis
Institutional prejudice
Consulting room
Third-wave feminism
Child analysis
Organizational bias","War Crimes
Psychoanalytic Theory
Dust
Victoria
Gender Identity
Anguilla
Psychoanalysis
Religion and Psychology
Consultants
Feminism
Food Analysis
Organizational Objectives","0.7447
0.8336
0.6507
0.8503
0.6329
0.5628
0.7236
0.6397
0.7245
0.6188
0.8291
0.5707"
"Gender analysis
Scientific masculinities
Global history of science and medicine
Late Middle Ages to present
Social constructions of masculinity
Differentiation between men
Dominance of men in sciences
Masculinity in science
Gender as analytical category
Historical object
Professionalization of scientific practices
Technological and medical practices
Spaces of labor
Sex, gender, sexual orientation
Metaphors in society and culture","Sex Determination Analysis
Masculinity
Biological Science Disciplines
Middle Aged
Masculinity
Men
Societies, Scientific
Masculinity
Gender Identity
Human Body
Professional Practice
Diagnostic Techniques, Surgical
Trial of Labor
Sexism
Anthropology, Cultural","0.7500
0.6426
0.6320
0.6930
0.6434
0.7005
0.5918
0.7852
0.6303
0.6001
0.6734
0.6339
0.7398
0.7789
0.6264"
"Crop yield
Food security
Malnutrition
Plant mineral nutrition
Transport
Sensing
Signaling
Nutrient uptake
Regulation
Agricultural productivity","Crop Production
Health Equity
Malnutrition
Parenteral Nutrition
Transportation
Biosensing Techniques
Letter
Nutrition Policy
Up-Regulation
Agriculture","0.8392
0.6240
1.0000
0.6347
0.7443
0.6685
0.6557
0.6193
0.7456
0.6751"
"Mindfulness
Compassion
Human development
Contemplative practices
Life span perspective
Developmental focus
Construct conceptualization
Measurement
Socialization practices
Families
Interventions
Care-givers","Mindfulness
Pars Compacta
Human Development
Group Practice
Life Expectancy
Child Development
Personal Construct Theory
Cell Size
Socialization
Family Health
Inventions
Caregivers","1.0000
0.6368
0.9115
0.6192
0.6206
0.6686
0.7606
0.6867
0.8415
0.7644
0.9193
0.9495"
"Cardiovascular disease
Male sexual dysfunction
Erectile dysfunction
Pathophysiology
Treatment options
Health care professionals
Primary complaint
Link between ED and CVD","Cardiovascular Diseases
Sexual Dysfunctions, Psychological
Erectile Dysfunction
Pathologic Processes
Treatment Failure
Physicians
Compliance
Cardiovascular Diseases","0.8491
0.7045
0.8901
0.7764
0.8294
0.7164
0.6482
0.5382"
"Adolescent sexual and reproductive health
International Conference on Population and Development
Reproductive health education
Sexual and reproductive health services
Youth-friendly services
Gender inequality
Knowledge gaps
Post-2015 development agenda
Adolescent SRH intervention packages
Early adolescence
Reproductive rights
Sexuality education
Service needs of adolescents
Positive and responsible sexual behavior
Comprehensive definition of reproductive health","Adolescent Health Services
Organisation for Economic Co-Operation and Development
Reproductive Health Services
Sex Counseling
Healthy People Programs
Gender Identity
Knowledge
Economic Development
School Health Services
Adolescent
Reproductive Rights
Sexuality
School Health Services
Safe Sex
Reproductive Health Services","0.7002
0.5951
0.7147
0.6737
0.6196
0.6054
0.7654
0.5585
0.5880
0.7530
0.9237
0.8584
0.6379
0.7314
0.5829"
"Comet assay
Genotoxicology
Environmental toxicology
Human biomonitoring
DNA damage
DNA repair
Innovative methods
Technical issues
Guidelines
Historical context","Comet Assay
Ecotoxicology
Environmental Exposure
Monitoring, Immunologic
DNA Repair
DNA Repair
Methods
Equipment Safety
Evaluation Studies
History, 19th Century","0.9549
0.6234
0.6606
0.4921
0.8231
0.8536
0.5707
0.6971
0.6803
0.6408"
"Violence
Group dynamic
Group therapy
America
Contributions
Understanding
Treating
Clinical experience
National dialogue
Pervasive nature
Causes
Different forms
Sociocultural values
Myths
Historical context","Violence
Hydrodynamics
General Practice
Chicago
Manuscripts
Social Theory
Raw Foods
Program Development
Interview
Persuasive Communication
Causality
Formates
Societies
Mythology
History, 19th Century","1.0000
0.6667
0.8801
0.9740
0.7664
0.6449
0.6265
0.7132
0.6678
0.6648
0.6482
0.5724
0.7603
0.6753
0.6408"
"Environmental health sciences
Developmental Origins of Health and Disease (DOHaD)
Chemical exposures
Early-life development
Non-communicable diseases
Critical windows of susceptibility
Signaling changes
Epigenetic influences
Grant analysis
Publication data
Endocrine disruptors
Pesticides/persistent organic pollutants
Brain health endpoints
Reproduction
Cancer","Environmental Health
Bone Diseases, Developmental
Occupational Exposure
Adolescent Development
Communicable Diseases, Emerging
Countercurrent Distribution
Mental Healing
Epigenesis, Genetic
Regression Analysis
Publication Formats
Endocrine Disruptors
Pesticides
Brain
Reproduction
Acer","0.7728
0.5537
0.7279
0.7813
0.7448
0.4607
0.5927
0.6636
0.6057
0.7811
0.8257
0.6748
0.6535
1.0000
0.7297"
"Health communication
Message design
Research area
Communication discipline
Kentucky Conference on Health Communication
Special issue
Health behaviors
Theoretical approaches
Methodological approaches
Practical approaches","Program Development
Science
Support of Research
Communication
Health Communication
Patient Rights
Health Behavior
Social Theory
Social Theory
Interdisciplinary Studies","0.9251
0.7028
0.7807
0.6578
0.6387
0.6630
0.7475
0.7410
0.6108
0.5927"
"Mitochondrial biology
Molecular identification
Channels and transporters
Mitochondrial permeability transition pore (mPTP)
Calcium homeostasis
Mitochondrial dynamics","Mitochondrial Dynamics
Animal Identification Systems
ATP-Binding Cassette Transporters
Membrane Potential, Mitochondrial
Calcium Signaling
Mitochondrial Dynamics","0.7607
0.8192
0.6523
0.6293
0.7546
0.9423"
"Portion size
Eating habits
Nutrient density
Energy density
Obesity prevention
Children
Symposium
Scientific understanding
Individual differences
Caregiver decisions
Family-based interventions
Weight control
Policy considerations","Portion Size
Eating
Nutrition Policy
Energy Intake
Obesity
Women
Meeting Abstracts
Ethical Theory
Individuality
Caregivers
Family Planning Services
Overweight
Judgment","0.9657
0.5686
0.7198
0.7299
0.8122
0.9896
0.8181
0.6467
0.7463
0.7651
0.6178
0.8136
0.6943"
"Hydrogen sulfide (H2S)
Biology
Medicine
Cognitive function
Vascular tone
Ischemia protection
Inflammation regulation
Cell growth
Oxygen sensing
Senescence
Nitric oxide (NO) interaction
Polysulfides
Therapeutic potential
H2S-donating compounds
International Conference on H2S","Hydrogen Sulfide
Biology
Medicine
Cognitive Reserve
Vascular Resistance
Ischemia
Inflammation
Cell Size
Oxygen
Geriatrics
Nitric Oxide
Sulfides
Therapeutics
Boron Compounds
H-2 Antigens","0.7634
1.0000
1.0000
0.8063
0.6284
0.8428
0.7631
0.9723
0.8140
0.6472
0.7583
0.8267
0.6459
0.5708
0.5709"
"Systems toxicology
Pharmaceutical drug safety testing
Non animal-based approach
Toxicodynamics
Biokinetics
Early stage drug development
In silico modeling
Cost effective
Rapid assessment
Predict-IV project","Toxicology
Pharmaceutical Services
Animal Testing Alternatives
Toxicokinetics
Pharmacokinetics
Drug Evaluation, Preclinical
Linear Models
Direct Service Costs
Needs Assessment
Tertiary Prevention","0.6649
0.6406
0.8136
0.8788
0.6552
0.7371
0.6920
0.6868
0.6302
0.5402"
"X-linked adrenoleukodystrophy
ABCD1 gene mutation
Chinese patient
Neurodegenerative disorder
Recessive inheritance
Childhood cerebral ALD
Molecular analysis
Splicing mutation
Intron 1","Adrenoleukodystrophy
BRCA1 Protein
Patient Care
Neurodegenerative Diseases
Genetic Linkage
Child Abuse
Molecular Medicine
Mutation
Heavy Ions","0.7899
0.5613
0.7525
0.8829
0.6886
0.5767
0.8810
0.7328
0.5272"
"Viruses
Disease
Prevention
Diagnosis
Treatment
Virology
Pathology
Viral pathogenesis
Vaccination strategies
Treatments
Ebola virus
Marburg virus
Coronaviruses
Nipah virus
Noroviruses","Viruses
Disease
Secondary Prevention
Diagnosis
Death
Virology
Pathology
Viral Load
Vaccination
Play Therapy
Ebola Vaccines
Marburg Virus Disease
Coronaviridae
Nipah Virus
Norovirus","1.0000
1.0000
0.7746
1.0000
0.9823
1.0000
1.0000
0.7256
0.8928
0.6908
0.7585
0.8540
0.7820
0.9813
0.8560"
"Philosophical aspects
Hate crime
Hate crime legislation
Conceptual question
Normative question
Status of hate crimes
Justification of hate crime legislation
Special symposium
Philosophy of hate crime","Philosophy
Crime Victims
Criminal Law
Conization
Protestantism
Antitrust Laws
Criminal Law
Meeting Abstracts
Philosophy","0.8849
0.7053
0.7570
0.7037
0.6319
0.5935
0.6575
0.8186
0.6770"
"Cell death
Immune system
Instructors
Homeostasis
Therapeutic interventions
Malfunctioning
Corpse removal
Immune responsiveness
Open questions
Context
'Eat me' signals
Cell clearance
Residual debris
Immunological consequences","Cell Size
Immune System
Inventors
Homeostasis
Narrative Therapy
Neuroeffector Junction
Corpse Dismemberment
Immunity
Questionnaires
Nature
Europe
Cell Wall
Radioactive Waste
Immunotherapy","0.9226
0.9478
0.6484
1.0000
0.6999
0.5334
0.6924
0.7342
0.7087
0.5929
0.5431
0.6383
0.5064
0.6903"
"Translational pathology
Toxicologic pathology
Human health
Annual STP Symposium
Hazard identification
Risk assessment
Risk communication
Exposure to toxic substances
Pathological changes
Translational relevance
Toxicologic pathologist roles
Gaps in translational science
Challenges in the field
Positive impact on human health","Transformation, Genetic
Toxicology
Humanities
Meeting Abstracts
Hazard Analysis and Critical Control Points
Risk Assessment
Risk Assessment
Toxic Actions
Pathology
Intergenerational Relations
Operating Room Technicians
Empirical Research
Track and Field
Visible Human Projects","0.6504
0.7981
0.9352
0.6883
0.7244
0.9517
0.7981
0.6591
0.7177
0.6178
0.6113
0.5582
0.5135
0.5629"
"Blood pressure
Theranostics
Technological trends
Clinical trends
Spatio-temporal approach
BP management
Temporal variability
Spatial variability
Hypertension
Antihypertensive drugs
Metabolism
Polypharmacy
Elderly
Diagnostic practices
Prognostic aspects","Blood Pressure
Differential Thermal Analysis
Technology
Survival Rate
Spatio-Temporal Analysis
Blood Pressure Monitors
Time Factors
Spatial Analysis
Hypertension
Antihypertensive Agents
Metabolism
Polypharmacy
Geriatrics
Diagnostic Services
Prognosis","0.9632
0.5804
0.6336
0.6506
0.7514
0.6296
0.5336
0.7162
1.0000
0.8680
1.0000
1.0000
0.7375
0.7624
0.7610"
"Translation
Human Biology
Special Issue
Critical Challenges
Species
Science Processes
Innovation
American Journal of Human Biology
Water
Energy
Environmental Degradation
Conflict
Disease
Food/Nutrition
Public Good","Jordan
Cell Biology
Journal Article
Critical Pathways
Species Specificity
Science
Peer Review, Research
Cell Biology
Water
Energy Intake
Deer
Conflict of Interest
Disease
Nutrition Policy
Public Assistance","0.8079
0.8593
0.6820
0.6993
0.7818
0.7152
0.6050
0.7687
1.0000
0.7610
0.6119
0.6733
1.0000
0.8243
0.7227"
"Membrane lipids
Biological membranes
Lipid bilayer
Physical properties
Signaling properties
Asymmetry
Domains
Protein recruitment
Interaction
Secondary messengers
Membrane functions","Membrane Lipids
Membranes
Membrane Lipids
Gene Frequency
Gene Library
Facial Asymmetry
Contactins
Protein Aggregates
Interview
Second Messenger Systems
Membrane Proteins","0.7935
0.7298
0.6249
0.9632
0.6445
0.7882
0.6160
0.5676
0.6948
0.6198
0.9212"
"Psychopathy
Personality
Advances
Debates
Trait perspectives
Prototypical trait profile
Developmental manifestations
Neural underpinnings
Antisocial behavior
Dark Triad","Psychotic Disorders
Personality
Archives
Breast
Portraits
Quantitative Trait, Heritable
Developmental Biology
Neural Pathways
Antisocial Personality Disorder
Female Athlete Triad Syndrome","0.7448
1.0000
0.5345
0.6732
0.7127
0.5407
0.7575
0.6372
0.6790
0.6309"
"Collaboration
Researchers
Clinicians
Practice-oriented research
Naturalistic settings
Obstacles
Strategies
Benefits
Recommendations
Mental health
Partnerships","Social Work
Sampling Studies
Physicians
Evidence-Based Practice
Environment, Controlled
Obstetrical Forceps
Strategic Stockpile
Survival Rate
Practice Guideline
Mental Health
Partnership Practice","0.7067
0.7410
0.7705
0.6810
0.6359
0.6677
0.6454
0.7421
0.5971
0.9339
0.7253"
"Sepsis
Microbiological diagnosis
Rapid diagnostic techniques
Morbidity and mortality
Molecular-based approaches
Nonmolecular-based approaches
State of the art
Protocols
Futuristic tools
Risk stratification
Diagnosis algorithms
Sepsis management
Technical aspects","Sepsis
Food Microbiology
Diagnostic Services
Hospital Mortality
Molecular Medicine
Molecular Medicine
Art
Clinical Protocols
Projective Techniques
Patient Selection
Algorithms
Sepsis
Technical Report","1.0000
0.6745
0.6611
0.7324
0.7316
0.6425
0.6239
0.9136
0.5781
0.6014
0.6900
0.8339
0.7798"
"Health care systems
Quantitative modeling
Management
Social care
Demography
Technology
Care delivery
Conference
Mathematicians
Operational researchers
Health economists
Hospitals
Long-term care
Community based care services
Public health","Primary Health Care
Linear Models
Management Audit
Secondary Care
Demography
Technology
Live Birth
Clinical Conference
Mathematics
Operations Research
Economics
Hospitals
Long-Term Care
Community Integration
Public Health Practice","0.8170
0.8618
0.6125
0.7166
1.0000
1.0000
0.7838
0.7954
0.5567
0.7766
0.7528
1.0000
0.9124
0.7556
0.8927"
"Bullying perpetration
Victimization
School contexts
Social ecologies
Classroom dynamics
Risk factors
Aggression
Peer victimization
Conceptual contributions
Empirical contributions
Peer group ecologies
Classroom teachers
Intervention implications
Anti-bullying efforts
Systemic approaches","Bullying
Vitrification
Schools
Theology
Social Class
Risk Factors
Aggression
Socialism
Unpublished Works
Empirical Research
Ear, External
Classification
Intervention Studies
Bullying
Systems Theory","0.7469
0.6450
0.7771
0.6636
0.5249
0.9813
1.0000
0.5694
0.6904
0.7833
0.5211
0.6491
0.7959
0.6032
0.5584"
"Hydrogen sulfide
Physiological mediator
Cognitive function
Vascular tone
Ischemia-reperfusion injury
Inflammation
Oxygen sensing
Cell growth
Senescence
Sulfhydration
Polysulfides
Target proteins
Therapeutic potential","Hydrogen Sulfide
Physiological Processes
Cognitive Reserve
Vascular Resistance
Myocardial Reperfusion Injury
Inflammation
Oxygen
Cell Size
Geriatrics
Dehydration
Sulfides
Gene Library
Therapeutics","0.8005
0.6432
0.8063
0.6284
0.8228
1.0000
0.8140
0.9723
0.6472
0.6929
0.8267
0.9817
0.6459"
"Granulomatosis with polyangiitis
Wegener's
Cranial neuropathies
Case-based review
Neurological manifestations
Diagnosis
Therapeutic options","Granulomatosis with Polyangiitis
Gardening
Cranial Nerve Diseases
Retrospective Studies
Urological Manifestations
Diagnosis
Treatment Failure","0.9825
0.5682
0.7746
0.6877
0.8089
1.0000
0.6557"
